Histórico;Solicitante;Órgáo;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgáos;Origem;Destino;Nome;Cargo/Função;Órgáo
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Igor Mascarenhas Eto;Secretário de Estado;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;José Reis Nogueira de Barros;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Gustavo de Vasconcellos Moreira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Laura Mendes Serrano;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Gustavo de Vasconcellos Moreira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0103-2020;DTA;03/12/2020;Secretaria-Geral;JUIZ DE FORA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0103-2020;DTA;03/12/2020;Secretaria-Geral;JUIZ DE FORA;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0103-2020;DTA;03/12/2020;Secretaria-Geral;JUIZ DE FORA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador MG;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0103-2020;DTA;03/12/2020;Secretaria-Geral;JUIZ DE FORA;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Alencar Magalhães da Silveira Junior;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Alencar Magalhães da Silveira Junior;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Alencar Magalhães da Silveira Junior;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
